[2025-10-03T19:42:33.086Z] JSON parse error: Expected ':' after property name in JSON at position 2297 (line 18 column 186)
[2025-10-03T20:06:21.347Z] JSON parse error: Unterminated string in JSON at position 2210 (line 15 column 1809)
[2025-10-03T20:07:23.084Z] JSON parse error: Bad control character in string literal in JSON at position 407 (line 15 column 10)
[2025-10-03T20:08:36.072Z] JSON parse error: Expected ':' after property name in JSON at position 2306 (line 16 column 1880)
[2025-10-03T20:09:33.718Z] JSON parse error: Unterminated string in JSON at position 2207 (line 15 column 1810)
[2025-10-03T21:29:42.537Z] GPT-4 API error: Connection error.
[2025-10-04T00:52:59.254Z] JSON parse error: Expected double-quoted property name in JSON at position 2245 (line 16 column 868)
[2025-10-04T00:54:13.362Z] JSON parse error: Expected double-quoted property name in JSON at position 2832 (line 42 column 1733)
[2025-10-04T00:54:59.912Z] JSON parse error: Expected double-quoted property name in JSON at position 2846 (line 42 column 1729)
[2025-10-04T01:30:09.328Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:07.311Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:11.477Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:15.662Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:20.610Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:24.882Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:29.668Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:34.047Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:38.295Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:42.751Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:46.950Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:51.160Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:55.085Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:49:59.511Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:03.745Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:07.889Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:12.198Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:17.248Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:21.519Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:25.735Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:30.197Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:34.483Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:38.870Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:43.154Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:47.512Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:51.783Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:55.757Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:50:59.827Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:04.240Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:08.650Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:12.814Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:17.127Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:21.386Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:25.880Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:30.140Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:34.473Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:38.736Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:51:43.207Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
